代碼,學校名稱,公/私立,縣市名稱,鄉鎮市區名稱,地址,電話
111XAK,臺南市私立佑幼幼兒園,私立,[11]臺南市,六甲區,[734]臺南市六甲區甲南里5鄰珊瑚路37號,(06)6989651
111XAL,臺南市私立哈比斯特幼兒園,私立,[11]臺南市,六甲區,[734]臺南市六甲區二甲里15鄰光明街23號,(06)6984678
111XAM,臺南市私立史丹佛幼兒園,私立,[11]臺南市,官田區,[720]臺南市官田區二鎮里13鄰56-39號,(06)6994999
111XAQ,臺南市私立佳祥幼兒園,私立,[11]臺南市,佳里區,[722]臺南市佳里區安西里20鄰公園路509號,(06)7226883
111XAU,臺南市私立維多利亞幼兒園,私立,[11]臺南市,佳里區,[722]臺南市佳里區建南里21鄰祥和五街71號,(06)7222126
111XAY,臺南市私立佳里崧安幼兒園,私立,[11]臺南市,佳里區,[722]臺南市佳里區安西里36鄰佳西路392號,(06)7235691
111XB5,臺南市私立法源幼兒園,私立,[11]臺南市,學甲區,[726]臺南市學甲區新達里6鄰法源路27號,(06)7835703
111XB6,臺南市私立福祺幼兒園,私立,[11]臺南市,西港區,[723]臺南市西港區慶安里4鄰中州27-1號,(06)7952436
111XB9,臺南市私立吉姆大秝荳幼兒園,私立,[11]臺南市,西港區,[723]臺南市西港區西港里7鄰中山路352號,(06)7951607
111XBB,臺南市北門區農會附設臺南市私立幼兒園,私立,[11]臺南市,北門區,[727]臺南市北門區北門里21鄰118-1號,(06)7860472
111XBC,臺南市私立吉姆幼兒園,私立,[11]臺南市,新化區,[712]臺南市新化區東榮里22鄰中興路755-1號,(06)5903913
111XBI,臺南市私立銘幼幼兒園,私立,[11]臺南市,新化區,[712]臺南市新化區太平里4鄰中正路562號,(06)5985216
111XBJ,臺南市私立育善幼兒園,私立,[11]臺南市,新化區,[712]臺南市新化區太平里11鄰正新北路19號、21號、29號,(06)5985428
111XBR,臺南市私立善化華盛頓幼兒園,私立,[11]臺南市,善化區,[741]臺南市善化區光文里25鄰公園路85號,(06)5853718
111XBS,臺南市私立東東幼兒園,私立,[11]臺南市,善化區,[741]臺南市善化區南關里5鄰永安路91巷4號,(06)5810988
111XBV,臺南市私立灣裡街幼兒園,私立,[11]臺南市,善化區,[741]臺南市善化區光文里9鄰光文路3號,(06)5837047
111XBX,臺南市私立心之寶幼兒園,私立,[11]臺南市,新市區,[744]臺南市新市區大營里13鄰大營131-51號,(06)5998100
111XBY,臺南市私立愛心幼兒園,私立,[11]臺南市,新市區,[744]臺南市新市區潭頂里14鄰537-13號,(06)5998635
111XBZ,臺南市私立新寶幼兒園,私立,[11]臺南市,新市區,[744]臺南市新市區港墘里6鄰民族路182號,(06)5011671
111XC2,臺南市私立小博士幼兒園,私立,[11]臺南市,安定區,[745]臺南市安定區港尾里3鄰15-12號,(06)5922090
111XC4,臺南市私立米琪幼兒園,私立,[11]臺南市,安定區,[745]臺南市安定區港南里3鄰港口20-1號,(06)5930216
111XC5,臺南市私立活水幼兒園,私立,[11]臺南市,安定區,[745]臺南市安定區港尾里10鄰港子尾54-5號,(06)5925088
111XC6,臺南市私立筑園幼兒園,私立,[11]臺南市,安定區,[745]臺南市安定區蘇林里19鄰224-2號,(06)5924237
111XCC,臺南市私立玉沙幼兒園,私立,[11]臺南市,玉井區,[714]臺南市玉井區沙田里1鄰3-3號,(06)5747534
111XCE,臺南市私立佳安幼兒園,私立,[11]臺南市,楠西區,[715]臺南市楠西區東勢里17鄰信義路57巷40號,(06)5751626
111XCG,私立中華醫事科技大學附設臺南市幼兒園,私立,[11]臺南市,仁德區,[717]臺南市仁德區仁德里19鄰文華一街89號,(06)2671214#910
111XCH,財團法人中華民國佛教慈濟慈善事業基金會附設臺南市私立台南大愛幼兒園,私立,[11]臺南市,仁德區,[717]臺南市仁德區仁義里2鄰仁義路226號,(06)2493578
111XCI,嘉藥學校財團法人嘉南藥理大學附設臺南市私立嘉藥幼兒園,私立,[11]臺南市,仁德區,[717]臺南市仁德區保安里11鄰二仁路一段60號,(06)2667331
111XCJ,臺南市私立寶琪幼兒園,私立,[11]臺南市,仁德區,[717]臺南市仁德區中洲里3鄰28-8號,(06)2666122
111XCN,臺南市私立鴻仁幼兒園,私立,[11]臺南市,仁德區,[717]臺南市仁德區土庫里9鄰太子二街46號,(06)2723511
111XCS,臺南市私立巨光幼兒園,私立,[11]臺南市,歸仁區,[711]臺南市歸仁區文化里17鄰文化北街162號,(06)2303489
111XCZ,臺南市私立昇良幼兒園,私立,[11]臺南市,關廟區,[718]臺南市關廟區北勢里7鄰花園三街101號,(06)5959961
111XD0,臺南市私立天才幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區大橋里28鄰中華路602號,(06)2329501
111XD2,臺南市私立上恩幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區北灣里35鄰大灣路40巷76號,(06)2057007
111XD4,臺南市私立何嘉仁幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區安康里8鄰中山南路119巷8號,(06)2019393
111XD9,臺南市私立二王幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區二王里11鄰永二街393巷2號,(06)2310007
111XDA,臺南市私立幼幼世界幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區崑山里48鄰永華路32巷23號,(06)2737977
111XDB,臺南市私立永康文心幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區西灣里44鄰永華路191號,(06)2711994
111XDD,臺南市私立史塔納幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區?行里31鄰仁愛街46-1、46-2號,(06)2539394
111XDE,臺南市私立永強繪本藝術幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區崑山里43鄰大灣路942巷371弄38號,(06)2723287
111XDK,臺南市私立育智幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區崑山里27鄰大灣路1102巷17弄119號,(06)2732286
111XDL,臺南市私立侑之苑幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區永康里42鄰文化路82號,(06)2019165
111XDO,臺南市私立非凡幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區正強里15鄰正強街63巷26號、正強里14鄰正強街89號,(06)2315935
111XDQ,臺南市私立英格堡幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區埔園里29鄰龍埔街291巷27號,(06)2029077
111XDT,臺南市私立萊恩幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區五王里29鄰振興路93號,(06)2326894
111XDU,臺南市私立派樂特幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區安康里26鄰中華西街196巷66號,(06)3037788
111XDW,臺南市私立敦煌幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區中興里19鄰中山東路350巷1號,(06)3133266
111XDX,臺南市私立智全幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區正強里3鄰永正路130號、中正路1巷76號,(06)2322762
111XDY,臺南市私立慈恩幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區安康里23鄰中華西街122巷49號,(06)3012918
111XE0,臺南市私立新生代幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區中興里18鄰中華二路215巷15號,(06)3128797
111XE1,臺南市私立日光幼兒園,私立,[11]臺南市,白河區,[732]臺南市白河區庄內里7鄰中山路491號,(06)6856811
111XE4,臺南市私立媬能幼兒園,私立,[11]臺南市,歸仁區,[711]臺南市歸仁區許厝里11鄰公園路157巷60號,(06)3309199
111XE5,臺南市私立勁寶兒唯馨幼兒園,私立,[11]臺南市,佳里區,[722]臺南市佳里區安西里30鄰光華街130巷47弄50號,(06)7223189
111XE7,臺南市私立德成幼兒園,私立,[11]臺南市,山上區,[743]臺南市山上區新莊里6鄰大庄1-70號,(06)5783386
111XE8,臺南市私立貝特幼兒園,私立,[11]臺南市,柳營區,[736]臺南市柳營區篤農里19鄰義士路ㄧ段661號,(06)6235197
111XEA,臺南市私立夏綠蒂幼兒園,私立,[11]臺南市,柳營區,[736]臺南市柳營區東昇里23鄰中山西路一段302號,(09)81922999
111XEC,臺南市私立麥迪兒南科幼兒園,私立,[11]臺南市,新市區,[744]臺南市新市區三舍里9鄰大順三路125號,(06)5053586
111XED,台灣積體電路製造股份有限公司職工福利委員會附設臺南市私立台積電幼兒園,私立,[11]臺南市,善化區,[741]臺南市善化區南關里9鄰南科北路1號之1,(06)5092011
111XEE,臺南市私立寶貝熊幼兒園,私立,[11]臺南市,南化區,[716]臺南市南化區南化里4鄰南化47-6號,(06)5771630
111XEI,臺南市私立傑登幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區復國里20鄰復國一路278號,(06)3115651
111XEN,臺南市私立萌芽希望種籽幼兒園,私立,[11]臺南市,新化區,[712]臺南市新化區東榮里11鄰復興路240號、242號,(06)5907850
111XEP,臺南市私立大地暘光幼兒園,私立,[11]臺南市,麻豆區,[721]臺南市麻豆區港尾里15鄰客子寮293號,(06)5700657
111XES,臺南市新營區農會附設臺南市私立幼兒園,私立,[11]臺南市,新營區,[730]臺南市新營區新北里13鄰周武街79巷21弄6號,(06)6561820
111Y01,臺南市私立真善美幼兒園,私立,[11]臺南市,關廟區,[718]臺南市關廟區五甲里16鄰東安街136、138號,(06)5959054
111Y02,臺南市慈母非營利幼兒園(財團法人臺南市私立天主教伯利恆社會福利基金會申請辦理),私立,[11]臺南市,學甲區,[726]臺南市學甲區新達里5鄰華宗路517號,(06)7835953
111Y03,臺南市私立至真幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區復華里16鄰復國二路270號,(06)2015093
111Y04,臺南市私立至美幼兒園,私立,[11]臺南市,歸仁區,[711]臺南市歸仁區辜厝里10鄰民權南路191巷45號,(06)3308558
111Y07,臺南市私立新營小太陽幼兒園,私立,[11]臺南市,新營區,[730]臺南市新營區新南里17鄰隋唐街69巷22號,(06)6568889
111Y08,臺南市私立聖宜幼兒園,私立,[11]臺南市,仁德區,[717]臺南市仁德區仁德里3鄰仁德五街6號,(06)2791572
111Y09,臺南市私立吉得堡幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區西勢里7鄰富強路一段185巷14號,(06)2718404
111Y10,臺南市私立永康芝?街幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區復國里5鄰復國一路90巷41號,(06)3129904
111Y11,臺南市私立凱迪斯幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區正強里43鄰中正路260號,(06)2037917
111Y12,臺南市私立優學幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區南灣里43鄰大灣路537巷10號,(06)2733524
111Y13,臺南市私立吉尼斯幼兒園,私立,[11]臺南市,歸仁區,[711]臺南市歸仁區南保里31鄰民權八街43號,(06)3300708
111Y15,臺南市私立佳里劍橋幼兒園,私立,[11]臺南市,佳里區,[722]臺南市佳里區建南里26鄰公園路12號,(06)7214147
111Y16,臺南市私立聖名幼兒園,私立,[11]臺南市,新化區,[712]臺南市新化區協興里4鄰中山路532號,(06)5982235
111Y18,臺南市私立童園幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區西灣里27鄰永大路二段365號,(06)2731561
111Y20,臺南市私立大衛營幼兒園,私立,[11]臺南市,鹽水區,[737]臺南市鹽水區岸內里7鄰和平路335號,(06)6531110
111Y21,臺南市私立愛迪堡幼兒園,私立,[11]臺南市,仁德區,[717]臺南市仁德區上崙里23鄰德崙路120號,(06)2798150#0000
111Y22,臺南市私立德安幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區埔園里2鄰中山路94巷5號,(06)2013597
111Y23,臺南市私立愛迪生幼兒園,私立,[11]臺南市,新市區,[744]臺南市新市區新市里11鄰中正路323巷22弄2號,(06)5999313
111Y25,臺南市私立小森林成長幼兒園,私立,[11]臺南市,官田區,[720]臺南市官田區二鎮里8鄰二鎮69之68號,(06)6989716
111Y27,臺南市私立諾貝爾幼兒園,私立,[11]臺南市,學甲區,[726]臺南市學甲區慈福里13鄰中華路二段283號,(06)7836622
111Y28,臺南市私立小太陽東興幼兒園,私立,[11]臺南市,新營區,[730]臺南市新營區新東里28鄰東興九街56號,(06)6352221
111Y30,臺南市私立威爾森佳里幼兒園,私立,[11]臺南市,佳里區,[722]臺南市佳里區安西里6鄰安西49號之41(1-2樓)、49之42號(1樓),(06)7215811
111Y31,臺南市私立聖保羅幼兒園,私立,[11]臺南市,善化區,[741]臺南市善化區西關里13鄰興農路75號,(06)5811688
111Y33,臺南市私立蕃茄幼兒園,私立,[11]臺南市,新市區,[744]臺南市新市區永就里9鄰永就94-6號,(06)5972567
111Y34,臺南市私立中美幼兒園,私立,[11]臺南市,歸仁區,[711]臺南市歸仁區後市里8鄰大順街120號,(06)3307731
111Y35,臺南市私立仁德聖兒幼兒園,私立,[11]臺南市,仁德區,[717]臺南市仁德區大甲里20鄰中正西路493號,(06)2667832
111Y36,臺南市私立傑尼爾幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區復華里21鄰復國一路197號,(06)3127438
111Y38,臺南市私立西港意文幼兒園,私立,[11]臺南市,西港區,[723]臺南市西港區慶安里35鄰中山路77號,(06)7954003
111Y40,臺南市私立安心幼兒園,私立,[11]臺南市,六甲區,[734]臺南市六甲區二甲里21鄰光復街76巷25號,(06)6994517
111Y42,財團法人佛光山文教基金會附設臺南市私立小天星幼兒園,私立,[11]臺南市,新營區,[730]臺南市新營區埤寮里15鄰長榮路一段510號,(06)6373151
111Y44,臺南市私立哈佛人文藝術幼兒園,私立,[11]臺南市,西港區,[723]臺南市西港區慶安里8鄰新興街107巷50號,(06)7957371
111Y45,臺南市私立美士堡幼兒園,私立,[11]臺南市,新化區,[712]臺南市新化區東榮里21鄰復興路187巷9號,(06)5802099
111Y46,臺南市私立倍幼安幼兒園,私立,[11]臺南市,安定區,[745]臺南市安定區中榮里2鄰17-3號,(06)5933615
111Y48,臺南市私立吉兒堡幼兒園,私立,[11]臺南市,楠西區,[715]臺南市楠西區楠西里4鄰民族路135號,(06)5752297
111Y49,臺南市私立熊寶寶幼兒園,私立,[11]臺南市,仁德區,[717]臺南市仁德區後壁里38鄰德洋二街39巷16弄30號,(06)2901357
111Y50,臺南市私立維也納幼兒園,私立,[11]臺南市,仁德區,[717]臺南市仁德區新田里7鄰新田一街61巷46號,(06)2798432#5
111Y53,臺南市私立第一堡幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區中華里2鄰華興街7號,(06)3115441
111Y54,臺南市私立愛群幼兒園,私立,[11]臺南市,新營區,[730]臺南市新營區新北里29鄰金華路二段81號,(06)6572988
111Y55,臺南市私立德林國學幼兒園,私立,[11]臺南市,新市區,[744]臺南市新市區新市里12鄰中正路301巷15弄23號,(06)5896306
111Y56,臺南市私立育昇幼兒園,私立,[11]臺南市,仁德區,[717]臺南市仁德區仁義里17鄰義林二街116號,(06)2794441
111Y57,臺南市私立仁愛幼兒園,私立,[11]臺南市,歸仁區,[711]臺南市歸仁區看西里23鄰成功三街255號,(06)3303222
111Y58,臺南市私立白天鵝幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區大橋里2鄰大橋一街73巷109號,(06)2310906
111Y59,南臺學校財團法人南臺科技大學附設臺南市私立南臺幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區尚頂里19鄰南台街1號,(06)2533131#6506
111Y60,臺南市私立南科國際幼兒園,私立,[11]臺南市,新市區,[744]臺南市新市區三舍里9鄰大順六路8號,(06)5050188
111Y61,臺南市私立愛森堡幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區復華里14鄰復華七街150號,(06)2015085
111Y62,臺南市私立新天使幼兒園,私立,[11]臺南市,新營區,[730]臺南市新營區護鎮里2鄰中正路479巷45號,(06)6359856
111Y65,私立崑山科技大學附設臺南市幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區崑山里8鄰崑大路195號,(06)2727175#319
111Y66,臺南市私立星堡幼兒園,私立,[11]臺南市,永康區,[710]臺南市永康區三合里25鄰中山東路239號,(06)3038535
113K01,臺南市歸仁區大潭國民小學附設幼兒園,公立,[11]臺南市,歸仁區,[711]臺南市歸仁區大潭里1鄰中正南路3段97號,(06)2781953
113K02,臺南市新化區正新國民小學附設幼兒園,公立,[11]臺南市,新化區,[712]臺南市新化區豐榮里12鄰正新路97號,(06)5973113#202
113K03,臺南市新化區新化國民小學附設幼兒園,公立,[11]臺南市,新化區,[712]臺南市新化區護國里9鄰中山路173號,(06)5902035
113K04,臺南市玉井區層林國民小學附設幼兒園,公立,[11]臺南市,玉井區,[714]臺南市玉井區層林里10鄰115號,(06)5745379#120
113K05,臺南市佳里區通興國民小學附設幼兒園,公立,[11]臺南市,佳里區,[722]臺南市佳里區通興里7鄰5之1號,(06)7873531#217
113K06,臺南市七股區三股國民小學附設幼兒園,公立,[11]臺南市,七股區,[724]臺南市七股區三股里7鄰100號,(06)7880744#29
113K07,臺南市白河區竹門國民小學附設幼兒園,公立,[11]臺南市,白河區,[732]臺南市白河區竹門里10鄰113號,(06)6852097
113K08,臺南市永康區勝利國民小學附設幼兒園,公立,[11]臺南市,永康區,[710]臺南市永康區勝利里4鄰勝學路111號,(06)3130011#851
113K09,臺南市後壁區菁寮國民小學附設幼兒園,公立,[11]臺南市,後壁區,[731]臺南市後壁區墨林里10鄰282號,(06)6621271#18
113K0A,臺南市麻豆區安業國民小學附設幼兒園,公立,[11]臺南市,麻豆區,[721]臺南市麻豆區安東里8鄰113號,(06)5716761
113K0B,臺南市仁德區德南國民小學附設幼兒園,公立,[11]臺南市,仁德區,[717]臺南市仁德區後壁里22鄰中正路二段209號,(06)2794772
113K0C,臺南市永康區永信國民小學附設幼兒園,公立,[11]臺南市,永康區,[710]臺南市永康區復華里16鄰復華七街166號,(06)2320783#901
113K0D,臺南市仁德區文賢國民小學附設幼兒園,公立,[11]臺南市,仁德區,[717]臺南市仁德區保安里4鄰文賢路一段886號,(06)2661260#203
113K0E,臺南市仁德區長興國民小學附設幼兒園,公立,[11]臺南市,仁德區,[717]臺南市仁德區太子里1鄰土庫路6號,(06)2723986#511
113K0F,臺南市佳里區信義國民小學附設幼兒園,公立,[11]臺南市,佳里區,[722]臺南市佳里區忠仁里14鄰信義一街336號,(06)7211918#311
113K0G,臺南市七股區後港國民小學附設幼兒園,公立,[11]臺南市,七股區,[724]臺南市七股區大潭里1鄰台潭1號,(06)7941305#49
113K0H,臺南市新營區新橋國民小學附設幼兒園,公立,[11]臺南市,新營區,[730]臺南市新營區鐵線里1鄰1號,(06)6581343#20
113K0I,臺南市白河區仙草實驗小學附設幼兒園,公立,[11]臺南市,白河區,[732]臺南市白河區仙草里5鄰22號,(06)6852606
113K0J,臺南市安定區南興國民小學附設幼兒園,公立,[11]臺南市,安定區,[745]臺南市安定區六嘉里4鄰30號,(06)5931038#276
113K0K,臺南市新營區新生國民小學附設幼兒園,公立,[11]臺南市,新營區,[730]臺南市新營區姑爺里6鄰52號,(06)6552524#17
113K0L,臺南市學甲區頂洲國民小學附設幼兒園,公立,[11]臺南市,學甲區,[726]臺南市學甲區三慶里8鄰頂洲108號,(06)7810231
113K0M,臺南市學甲區中洲國民小學附設幼兒園,公立,[11]臺南市,學甲區,[726]臺南市學甲區光華里7鄰645號,(06)7833214
113K0N,臺南市北門區錦湖國民小學附設幼兒園,公立,[11]臺南市,北門區,[727]臺南市北門區錦湖里8鄰75號,(06)7863454
113X01,臺南市佳里區塭內國民小學附設幼兒園,公立,[11]臺南市,佳里區,[722]臺南市佳里區龍安里5鄰40號,(06)7891054#731
113X02,臺南市佳里區延平國民小學附設幼兒園,公立,[11]臺南市,佳里區,[722]臺南市佳里區頂?里11鄰136號,(06)7222331#701
113X03,臺南市佳里區子龍國民小學附設幼兒園,公立,[11]臺南市,佳里區,[722]臺南市佳里區三協里5鄰潭墘5號,(06)7262913
114X01,臺南市歸仁區歸仁國民小學附設幼兒園,公立,[11]臺南市,歸仁區,[711]臺南市歸仁區歸仁里1鄰文化街一段100號,(06)3304761
114X02,臺南市關廟區關廟國民小學附設幼兒園,公立,[11]臺南市,關廟區,[718]臺南市關廟區五甲里12鄰東安街70號,(06)5965564
114X03,臺南市關廟區五甲國民小學附設幼兒園,公立,[11]臺南市,關廟區,[718]臺南市關廟區松腳里7鄰和平路246號,(06)5952155#201
114X04,臺南市永康區永康國民小學附設幼兒園,公立,[11]臺南市,永康區,[710]臺南市永康區永康里6鄰中山南路637號,(06)2324462#710
114X05,臺南市永康區大灣國民小學附設幼兒園,公立,[11]臺南市,永康區,[710]臺南市永康區東灣里15鄰大灣路283號,(06)2719024
114X06,臺南市永康區西勢國民小學附設幼兒園,公立,[11]臺南市,永康區,[710]臺南市永康區西勢里7鄰富強路一段278號,(06)2712841#202
114X07,臺南市永康區復興國民小學附設幼兒園,公立,[11]臺南市,永康區,[710]臺南市永康區中華里22鄰華興街2號,(06)3130574
114X08,臺南市新化區那拔國民小學附設幼兒園,公立,[11]臺南市,新化區,[712]臺南市新化區??拔里1鄰54號,(06)5911591#12
114X09,臺南市新化區大新國民小學附設幼兒園,公立,[11]臺南市,新化區,[712]臺南市新化區協興里14鄰太平街176號,(06)5982953#713
114X10,臺南市善化區善化國民小學附設幼兒園,公立,[11]臺南市,善化區,[741]臺南市善化區文正里1鄰進學路63號,(06)5814176
114X11,臺南市善化區茄拔國民小學附設幼兒園,公立,[11]臺南市,善化區,[741]臺南市善化區嘉北里12鄰280號,(06)5837031#111
114X12,臺南市善化區大同國民小學附設幼兒園,公立,[11]臺南市,善化區,[741]臺南市善化區六德里1鄰200-1號,(06)5837352#105
114X13,臺南市善化區大成國民小學附設幼兒園,公立,[11]臺南市,善化區,[741]臺南市善化區坐駕里8鄰大成路385號,(06)5837520
114X14,臺南市善化區陽明國民小學附設幼兒園,公立,[11]臺南市,善化區,[741]臺南市善化區胡家里4鄰300號,(06)5817165#223
114X15,臺南市善化區善糖國民小學附設幼兒園,公立,[11]臺南市,善化區,[741]臺南市善化區溪美里23鄰245號,(06)5817304
114X16,臺南市新市區新市國民小學附設幼兒園,公立,[11]臺南市,新市區,[744]臺南市新市區新市里1鄰中興街1號,(06)5891981#12
114X17,臺南市新市區大社國民小學附設幼兒園,公立,[11]臺南市,新市區,[744]臺南市新市區大社里5鄰39號,(06)5991593#818
114X18,臺南市安定區安定國民小學附設幼兒園,公立,[11]臺南市,安定區,[745]臺南市安定區安定里3鄰1號,(06)5922579#700
114X19,臺南市安定區南安國民小學附設幼兒園,公立,[11]臺南市,安定區,[745]臺南市安定區南安里5鄰62號,(06)5923899
114X20,臺南市善化區小新國民小學附設幼兒園,公立,[11]臺南市,善化區,[741]臺南市善化區蓮潭里17鄰陽光大道366號,(06)5837019#3101
114X21,臺南市山上區山上國民小學附設幼兒園,公立,[11]臺南市,山上區,[743]臺南市山上區南洲里4鄰42號,(06)5781203#86
114X22,臺南市玉井區玉井國民小學附設幼兒園,公立,[11]臺南市,玉井區,[714]臺南市玉井區玉田里15鄰中正路1號,(06)5742047#201
114X23,臺南市楠西區楠西國民小學附設幼兒園,公立,[11]臺南市,楠西區,[715]臺南市楠西區楠西里25鄰四維路69號,(06)5751062#17
114X24,臺南市南化區南化國民小學附設幼兒園,公立,[11]臺南市,南化區,[716]臺南市南化區南化里2鄰17號,(06)5771118#207
114X25,臺南市南化區北寮國民小學附設幼兒園,公立,[11]臺南市,南化區,[716]臺南市南化區北寮里7鄰110之27號,(06)5772215
114X26,臺南市左鎮區左鎮國民小學附設幼兒園,公立,[11]臺南市,左鎮區,[713]臺南市左鎮區中正里1鄰7號,(06)5731019#14
114X27,臺南市左鎮區光榮國民小學附設幼兒園,公立,[11]臺南市,左鎮區,[713]臺南市左鎮區榮和里13鄰61之1號,(06)5731658#207
114X28,臺南市麻豆區麻豆國民小學附設幼兒園,公立,[11]臺南市,麻豆區,[721]臺南市麻豆區東角里4鄰文昌路18號,(06)5716323
114X29,臺南市麻豆區文正國民小學附設幼兒園,公立,[11]臺南市,麻豆區,[721]臺南市麻豆區南勢里25鄰86號,(06)5722168
114X30,臺南市麻豆區北勢國民小學附設幼兒園,公立,[11]臺南市,麻豆區,[721]臺南市麻豆區北勢里10鄰北勢寮15號,(06)5722844#701
114X31,臺南市下營區下營國民小學附設幼兒園,公立,[11]臺南市,下營區,[735]臺南市下營區仁里里23鄰中山路二段72號,(06)6892181#312
114X32,臺南市下營區中營國民小學附設幼兒園,公立,[11]臺南市,下營區,[735]臺南市下營區開化里4鄰270號,(06)6892600#233
114X33,臺南市下營區東興國民小學附設幼兒園,公立,[11]臺南市,下營區,[735]臺南市下營區新興里4鄰東興一街112號,(06)6892478#627
114X34,臺南市六甲區六甲國民小學附設幼兒園,公立,[11]臺南市,六甲區,[734]臺南市六甲區六甲里3鄰中正路319號,(06)6982041#208
114X35,臺南市官田區官田國民小學附設幼兒園,公立,[11]臺南市,官田區,[720]臺南市官田區官田里1鄰11號,(06)6901195#201
114X36,臺南市大內區大內國民小學附設幼兒園,公立,[11]臺南市,大內區,[742]臺南市大內區大內里5鄰63號,(06)5763601
114X37,臺南市佳里區佳里國民小學附設幼兒園,公立,[11]臺南市,佳里區,[722]臺南市佳里區安西里33鄰公園路445號,(06)7210657
114X38,臺南市佳里區佳興國民小學附設幼兒園,公立,[11]臺南市,佳里區,[722]臺南市佳里區佳化里22鄰214號,(06)7260311#3
114X39,臺南市佳里區仁愛國民小學附設幼兒園,公立,[11]臺南市,佳里區,[722]臺南市佳里區鎮山里13鄰仁愛路307號,(06)7222227
114X40,臺南市將軍區漚汪國民小學附設幼兒園,公立,[11]臺南市,將軍區,[725]臺南市將軍區長榮里1鄰4號,(06)7942012#702
114X41,臺南市北門區雙春國民小學附設幼兒園,公立,[11]臺南市,北門區,[727]臺南市北門區雙春里5鄰35-2號,(06)7863141#20
114X42,臺南市新營區新營國民小學附設幼兒園,公立,[11]臺南市,新營區,[730]臺南市新營區大宏里13鄰中正路4號,(06)6326109
114X43,臺南市新營區新民國民小學附設幼兒園,公立,[11]臺南市,新營區,[730]臺南市新營區新南里6鄰秦漢街118號,(06)6590541#10
114X44,臺南市新營區新興國民小學附設幼兒園,公立,[11]臺南市,新營區,[730]臺南市新營區太南里19鄰316號,(06)6523779#208
114X45,臺南市新營區新進國民小學附設幼兒園,公立,[11]臺南市,新營區,[730]臺南市新營區忠政里11鄰中正路41號,(06)6330651
114X46,臺南市新營區南梓實驗小學附設幼兒園,公立,[11]臺南市,新營區,[730]臺南市新營區南紙里11鄰太子路188號,(06)6590607#10
114X47,臺南市新營區土庫國民小學附設幼兒園,公立,[11]臺南市,新營區,[730]臺南市新營區土庫里8鄰71-1號,(06)6362323#127
114X48,臺南市新營區公誠國民小學附設幼兒園,公立,[11]臺南市,新營區,[730]臺南市新營區興業里4鄰公誠街5號,(06)6333689
114X49,臺南市鹽水區鹽水國民小學附設幼兒園,公立,[11]臺南市,鹽水區,[737]臺南市鹽水區水秀里7鄰朝琴路137號,(06)6528217#10
114X50,臺南市鹽水區歡雅國民小學附設幼兒園,公立,[11]臺南市,鹽水區,[737]臺南市鹽水區歡雅里2鄰31號,(06)6552225
114X51,臺南市鹽水區?頭港國民小學附設幼兒園,公立,[11]臺南市,鹽水區,[737]臺南市鹽水區南港里9鄰202號,(06)6892014
114X52,臺南市鹽水區岸內國民小學附設幼兒園,公立,[11]臺南市,鹽水區,[737]臺南市鹽水區岸內里14鄰新岸內96號,(06)6520651
114X53,臺南市鹽水區文昌國民小學附設幼兒園,公立,[11]臺南市,鹽水區,[737]臺南市鹽水區後宅里3鄰10-3號,(06)6522664
114X54,臺南市鹽水區月津國民小學附設幼兒園,公立,[11]臺南市,鹽水區,[737]臺南市鹽水區橋南里15鄰月津路16號,(06)6521061
114X55,臺南市白河區白河國民小學附設幼兒園,公立,[11]臺南市,白河區,[732]臺南市白河區永安里15鄰三民路448號,(06)6852177#2001
